doc,Abstract
87,"ObjectiveVaccine development, distribution, and immunization of large populations have been identified as vital mitigation strategies for curbing the spread of COVID-19. However, vaccine hesitancy is a major barrier to this. The knowledge and perception of COVID-19 vaccines can improve vaccine acceptance. The purpose of this study was to assess medical students' knowledge, attitude, and perception of COVID-19 vaccines. MethodsThis study was a cross-sectional web-based survey conducted among undergraduate students from the faculties of Basic medical sciences and Clinical sciences, University of Uyo, Akwa Ibom State, Nigeria. The students' knowledge was ranked as excellent (>70%), good (50-69%) and poor (<50%) while perception was categorized into positive (>50%), and negative (<50%). The difference in knowledge based on demographics was analyzed using the Independent sample t-test. The association between demographics, and students' perception was carried out using the Chi-square and Fisher's Exact tests. Analyses were conducted using SPSS software version 25. ResultsA total of 233 students consented to participate in the study out of which 51.1% were female. Forty-eight students (20.6%) had good knowledge while 41.2% of the participants accepted to take the COVID-19 vaccine. Positive perception was reported among 51.1% (119) of the students. ConclusionThere was poor knowledge and positive perception among majority of the students. Educational intervention in form of training should be done to improve medical students' knowledge and perception toward COVID-19 vaccination."
88,"Global response to COVID-19 pandemic has inadvertently undermined the achievement of existing public health priorities and laregely overlooked local context. Recent evidence suggests that this will cause additional maternal and childhood mortality and morbidity especially in low- and middle-income countries (LMICs). Here we have explored the contextual factors influencing maternal, neonatal and children health (MNCH) care in Bangladesh, Nigeria and South Africa amidst the pandemic. Our findings suggest that between March and May 2020, there was a reduction in utilisation of basic essential MNCH services such as antenatal care, family planning and immunization due to: a) the implementation of lockdown which triggered fear of contracting the COVID-19 and deterred people from accessing basic MNCH care, and b) a shift of focus towards pandemic, causing the detriment to other health services, and c) resource constraints. Taken together these issues have resulted in compromised provision of basic general healthcare. Given the likelihood of recurrent waves of the pandemic globally, COVID-19 mitigation plans therefore should be integrated with standard care provision to enhance system resilience to cope with all health needs. This commentary suggests a four-point contextualised mitigation plan to safeguard MNCH care during the pandemic using the observed countries as exemplars for LMIC health system adaptations to maintain the trajectory of progress regarding sustainable development goals (SDGs)."
89,"The availability of vaccines against the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), provides hope towards mitigation of the coronavirus disease 2019 (COVID-19) pandemic. Vaccine safety and efficacy has not been established in individuals with chronic autoimmune diseases such as multiple sclerosis (MS). Anecdotal reports suggest that the vaccines may be associated with brain, spinal cord, peripheral nervous system, and cardiac inflammation. Based on the high morbidity and unpredictable course of COVID-19, and the need to achieve herd immunity, vaccination has been recommended for patients with MS. We report clinical and MRI features of seven individuals who received the Moderna (n = 3) or Pfizer (n = 4) SARS-CoV-2 mRNA vaccines. Within one to 21 days of either the first (n = 2) or second (n = 5) vaccine dose, these patients developed neurologic symptoms and MRI findings consistent with active CNS demyelination of the optic nerve, brain, and/or spinal cord. Symptoms included visual loss, dysmetria, gait instability, paresthesias, sphincter disturbance, and limb weakness. Age ranged from 24 to 64 (mean 39.1) years; five were woman (71.4%). The final diagnosis was exacerbation of known stable MS (n = 4, two were receiving disease-modifying therapy at the time of vaccination), new onset MS (n = 2), or new onset neuromyelitis optica (n = 1). All responded to corticosteroid (n = 7) or plasma exchange (n = 1) therapy, with five returning to baseline and two approaching baseline. Large prospective studies are required to further investigate any possible relationship between COVID-19 vaccines and acute CNS demyelination."
90,"Vaccination remains the most promising mitigation strategy for the COVID-19 pandemic. However, existing literature shows significant disparities in vaccination uptake in the United States. Using publicly available national-level data, we aimed to explore if county-level social capital can further explain disparities in vaccination uptake rates when adjusting for demographic and social determinants of health (SDOH) variables, and if association between social capital and vaccination uptake may vary by urbanization level. Bivariate analyses and a hierarchical multivariable quasi-binomial regression analysis were conducted, where the regression analysis was stratified by urban- rural status. The current study suggests that social capital contributes significantly to the disparities of vaccination uptake in the US. The results of the stratification analysis show common predictors of vaccine uptake but also suggest various patterns based on urbanization level regarding the associations of COVID-19 vaccination uptake with SDOH and social capital factors. The study provides a new perspective to address disparities in vaccination uptake through fostering social capital within communities; which may inform tailored public health intervention efforts to enhance social capital and promote vaccination uptake."
91,"November 2020 received a string of encouraging results from leading vaccine developers raising hopes for the imminent availability of an effective and safe vaccine against the SARS-CoV-2. In the present work, we discuss the theoretical impact of introducing a vaccine across a range of scenarios. In particular, we investigate how vaccination coverage, efficacy and delivery time affect the control of the transmission dynamics in comparison to mobility restrictions. The analysis is based on a metapopulation epidemic model structured by risk. We perform a global sensitivity analysis using the Sobol method. Our analysis suggest that the reduction of mobility among patches plays a significant role in the mitigation of the disease close to the effect of immunization coverage of 30% achieved in four months. Moreover, for an immunization coverage between 20% and 50% achieved in the first half of 2021 with a vaccine efficacy between 70% and 95%, the percentage reduction in the total number of SARS-CoV-2 infections is between 30% and 50% by the end of 2021 in comparison with the no vaccination scenario."
92,"Introduction The novel coronavirus disease 2019 (COVID-19) continues to disrupt the availability and utilization of routine and emergency health care services, with differing impacts in jurisdictions across the world. In this scoping review, we set out to synthesize documentation of the direct and indirect effect of the pandemic, and national responses to it, on maternal, newborn and child health (MNCH) in Africa. Methods A scoping review was conducted to provide an overview of the most significant impacts identified up to March 15, 2022. We searched MEDLINE, Embase, HealthSTAR, Web of Science, PubMed, and Scopus electronic databases. We included peer reviewed literature that discussed maternal and child health in Africa during the COVID-19 pandemic, published from January 2020 to March 2022, and written in English. Papers that did not focus on the African region or an African country were excluded. A data-charting form was developed by the two reviewers to determine which themes to extract, and narrative descriptions were written about the extracted thematic areas. Results Four-hundred and seventy-eight articles were identified through our literature search and 27 were deemed appropriate for analysis. We identified three overarching themes: delayed or decreased care, disruption in service provision and utilization and mitigation strategies or recommendations. Our results show that minor consideration was given to preserving and promoting health service access and utilization for mothers and children, especially in historically underserved areas in Africa. Conclusions Reviewed literature illuminates the need for continued prioritization of maternity services, immunization, and reproductive health services. This prioritization was not given the much-needed attention during the COVID-19 pandemic yet is necessary to shield the continent's most vulnerable population segments from the shocks of current and future global health emergencies."
93,"Background Due to the social isolation measures adopted in an attempt to mitigate the risk of transmission of SARS-CoV-2, there has been a reduction in vaccination coverage of children and adolescents in several countries and regions of the world. Objective Analyze the number of doses of vaccine against Measles-Mumps-Rubella (MMR) applied before and after the beginning of mitigation measures due to COVID-19 pandemic in Brazil. Methods The data collected refer to the number of doses of the MMR vaccine applied monthly to the target population residing in Brazil: cahildren, aged 12 months (first dose) and children, aged 9 years (second dose), from April 2019 to December 2020. Differences in MMR vaccine doses from April 2019 to March 2020 (before the start of mitigation measures) and April 2020 to September 2020 (after the start of the mitigation measures) were evaluated. Spatial analysis identified clusters with a high percentage of reduction in the median of applied doses no Brazil. Results There was a reduction in the median of doses applied in the Regions North (- 33.03%), Northeast (- 43.49%) and South (- 39.01%) e nos Estados Acre (- 48.46%), Amazonas (- 28.96%), Roraima (- 61.91%), Paraiba (- 41.58%), Sergipe (- 47.52%), Rio de Janeiro (-59.31%) and Santa Catarina (- 49.32) (p < 0.05). High-high type spatial clusters (reduction between 34.00 and 90.00%) were formed in the five regions of Brazil (Moran's I = 0.055; p = 0.01). Conclusion A reduction in the number of MMR vaccine doses was evidenced as a possible effect by the restrictive actions of COVID-19 in Brazil."
94,"Each infectious disease has had its own epidemic pattern and seasonality for decades. However, public health mitigation measures during the coronavirus disease 2019 (COVID-19) pandemic have resulted in changing epidemic patterns of infectious diseases. Stringent measures resulted in low incidences of various infectious diseases during the outbreak of COVID-19, including influenza, respiratory syncytial virus, pneumococcus, enterovirus, and parainfluenza. Owing to the prevalence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infections and subsequent immunity development, decreasing virulence of SARS-CoV-2, and worldwide immunization against SARS-CoV-2 in children beyond 6 months of age, mitigation measures are lifted country by country. Consequently, the immunity debt to infectious respiratory viruses other than SARS-CoV-2 contributed to the off-season, see-saw, and upsurge patterns of various infectious diseases in children. Moreover, apart from the persistence of SARS-CoV-2, the coexistence of other circulating viruses or bacterial outbreaks may lead to twindemics or tripledemics during the following years. Therefore, it is necessary to maintain hand hygiene and immunization policies against various pathogens to alleviate the ongoing impact of infectious diseases on children."
95,"Background The COVID-19 pandemic has disrupted the delivery of immunisation services globally. Many countries have postponed vaccination campaigns out of concern about infection risks to the staff delivering vaccination, the children being vaccinated, and their families. The World Health Organization recommends considering both the benefit of preventive campaigns and the risk of SARS-CoV-2 transmission when making decisions about campaigns during COVID-19 outbreaks, but there has been little quantification of the risks. Methods We modelled excess SARS-CoV-2 infection risk to vaccinators, vaccinees, and their caregivers resulting from vaccination campaigns delivered during a COVID-19 epidemic. Our model used population age structure and contact patterns from three exemplar countries (Burkina Faso, Ethiopia, and Brazil). It combined an existing compartmental transmission model of an underlying COVID-19 epidemic with a Reed-Frost model of SARS-CoV-2 infection risk to vaccinators and vaccinees. We explored how excess risk depends on key parameters governing SARS-CoV-2 transmissibility, and aspects of campaign delivery such as campaign duration, number of vaccinations, and effectiveness of personal protective equipment (PPE) and symptomatic screening. Results Infection risks differ considerably depending on the circumstances in which vaccination campaigns are conducted. A campaign conducted at the peak of a SARS-CoV-2 epidemic with high prevalence and without special infection mitigation measures could increase absolute infection risk by 32 to 45% for vaccinators and 0.3 to 0.5% for vaccinees and caregivers. However, these risks could be reduced to 3.6 to 5.3% and 0.1 to 0.2% respectively by use of PPE that reduces transmission by 90% (as might be achieved with N95 respirators or high-quality surgical masks) and symptomatic screening. Conclusions SARS-CoV-2 infection risks to vaccinators, vaccinees, and caregivers during vaccination campaigns can be greatly reduced by adequate PPE, symptomatic screening, and appropriate campaign timing. Our results support the use of adequate risk mitigation measures for vaccination campaigns held during SARS-CoV-2 epidemics, rather than cancelling them entirely."
96,"COVID-19 is an acute respiratory infection accompanied by pneumonia caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which has affected millions of people globally. To date, there are no highly efficient therapies for this infection. Probiotic bacteria can interact with the gut microbiome to strengthen the immune system, enhance immune responses, and induce appropriate immune signaling pathways. Several probiotics have been confirmed to reduce the duration of bacterial or viral infections. Immune fitness may be one of the approaches by which protection against viral infections can be reinforced. In general, prevention is more efficient than therapy in fighting viral infections. Thus, probiotics have emerged as suitable candidates for controlling these infections. During the COVID-19 pandemic, any approach with the capacity to induce mucosal and systemic reactions could potentially be useful. Here, we summarize findings regarding the effectiveness of various probiotics for preventing virus-induced respiratory infectious diseases, especially those that could be employed for COVID-19 patients. However, the benefits of probiotics are strain-specific, and it is necessary to identify the bacterial strains that are scientifically established to be beneficial."
97,"Background Following the first detection of SARS-CoV-2 in passengers arriving from Europe on 19 March 2020, Madagascar took several mitigation measures to limit the spread of the virus in the country. Methods Nasopharyngeal and/or oropharyngeal swabs were collected from travellers to Madagascar, suspected SARS-CoV-2 cases and contact of confirmed cases. Swabs were tested at the national reference laboratory using real-time RT-PCR. Data collected from patients were entered in an electronic database for subsequent statistical analysis. All distribution of laboratory-confirmed cases were mapped, and six genomes of viruses were fully sequenced. Results Overall, 26,415 individuals were tested for SARS-CoV-2 between 18 March and 18 September 2020, of whom 21.0% (5,553/26,145) returned positive. Among laboratory-confirmed SARS-CoV-2-positive patients, the median age was 39 years (IQR: 28-52), and 56.6% (3,311/5,553) were asymptomatic at the time of sampling. The probability of testing positive increased with age with the highest adjusted odds ratio of 2.2 [95% CI: 1.9-2.5] for individuals aged 49 years and more. Viral strains sequenced belong to clades 19A, 20A and 20B indicative of several independent introduction of viruses. Conclusions Our study describes the first wave of the COVID-19 in Madagascar. Despite early strategies in place Madagascar could not avoid the introduction and spread of the virus. More studies are needed to estimate the true burden of disease and make public health recommendations for a better preparation to another wave."
98,"Since March 2020, when the World Health Organization (WHO) declared that COVID-19 was a pandemic at global level, we are facing an unprecedented health crisis over the past loo years. While the search for a vaccine represents the hope to overcome the pandemic, measures were established to control the disease transmission through individual and collective actions of hygiene and physical distancing. Based on the popular clamor for new vaccines, this critical essay discusses the paradox and contradictions of the individual-society relationship in the context of COVID-19 considering vaccine hesitancy as a historical and social phenomenon. We also argue that decisions on (not) vaccinating or (not) following COVID-19 control and preventive measures are influenced by social belonging and traversed by inequalities that tend to exacerbate. COVID-19 surrounding infodemic and vaccine hesitancy reflect the tension between scientifically-validated and self-perceived risk, besides being impacted by the crisis of confidence in science. Perceiving risk and adhering to precautionary measures extrapolate subjectivity and rationality, and mirror values and creed shaped by the political, economic, and sociocultural dimensions."
99,"Research evidence suggests that communication is a powerful tool for influencing public opinion and attitudes toward various health-related issues, such as vaccine reluctance, provided it is well-designed and thoughtfully conducted. In particular, social marketing techniques that alter the target audience's behaviors for the public good can substantially improve vaccine uptake if adopted as a communication strategy in immunization programs to counter public hesitancy. This study presents evidence from the Korean government's current coronavirus disease 2019 (COVID-19) vaccination campaign, which successfully applied a social marketing approach. By the end of August 2022, South Korea had achieved high vaccine coverage, with 94.8% of the population (12+) receiving a second dose, 71.3% a third dose, and a fourth dose drive currently underway. There are five crucial factors to consider when preparing official communication for an immunization program: (i) a high degree of proactiveness, (ii) credibility, (iii) fighting misinformation, (iv) emphasizing social norms and prosocial behavior, and (v) coherence. Although using social marketing strategies may not be successful in all circumstances, the lessons learned and current implementation in Korea suggest their efficacy in fostering vaccine acceptance. This study offers valuable insights for government agencies and global public health practitioners to develop effective targeted campaign strategies that enhance the target population's vaccination intention."
100,"BACKGROUND & nbsp;Active immunization with the BNT162b2 vaccine (Pfizer-BioNTech) has been a critical mitigation tool against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection during the coronavirus disease 2019 (Covid-19) pandemic. In light of reports of waning protection occurring 6 months after the primary two-dose vaccine series, data are needed on the safety and efficacy of offering a third (booster) dose in persons 16 years of age or older.& nbsp;METHODS & nbsp;In this ongoing, placebo-controlled, randomized, phase 3 trial, we assigned participants who had received two 30-mu g doses of the BNT162b2 vaccine at least 6 months earlier to be injected with a third dose of the BNT162b2 vaccine or with placebo. We assessed vaccine safety and efficacy against Covid-19 starting 7 days after the third dose.& nbsp;RESULTS & nbsp;A total of 5081 participants received a third BNT162b2 dose and 5044 received placebo. The median interval between dose 2 and dose 3 was 10.8 months in the vaccine group and 10.7 months in the placebo group; the median follow-up was 2.5 months. Local and systemic reactogenicity events from the third dose were generally of low grade. No new safety signals were identified, and no cases of myocarditis or pericarditis were reported. Among the participants without evidence of previous SARS-CoV-2 infection who could be evaluated, Covid-19 with onset at least 7 days after dose 3 was observed in 6 participants in the vaccine group and in 123 participants in the placebo group, which corresponded to a relative vaccine efficacy of 95.3% (95% confidence interval, 89.5 to 98.3).& nbsp;CONCLUSIONS & nbsp;A third dose of the BNT162b2 vaccine administered a median of 10.8 months after the second dose provided 95.3% efficacy against Covid-19 as compared with two doses of the BNT162b2 vaccine during a median follow-up of 2.5 months."
101,"Introduction: The novel Coronavirus disease-2019 (COVID-19) caused by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) is seen to primarily affect the human respiratory system. Chest CT Severity Score (CTSS) provides a semi quantitative assessment of pulmonary involvement in COVID19 patients. COVID-19 pandemic mitigation measures such as SARS-CoV-2 vaccination are being deployed worldwide. However, with the emerging variants of concern of SARS-CoV-2, a high prevalence of post vaccination breakthrough infections is seen. Aim: To assess the association of CTSS with the vaccination status in a cohort of COVID-19 patients referred to a tertiary diagnostic centre and to evaluate the association of CTSS with other clinical parameters including co-morbidities in these patients. Materials and Methods: This cross-sectional observational study was conducted at a tertiary care diagnostic imaging centre in the city of Pune, Maharashtra, India. Data of 1002 symptomatic, adult patients who underwent chest CT and SARSCoV-2 Reverse Transcription Polymerase Chain Reaction (RTPCR)/Rapid Antigen Test (RAT) laboratory test between March 13, 2021 and June 22, 2021, were collected. COVID-19 reportingand Data System (CO-RADS) categories and the corresponding semi quantitative CTSS were calculated for each patient. Based on their vaccination status, patients were categorised into three groups: unvaccinated, partially vaccinated and fully vaccinated. The association of CTSS with various categories of vaccination status, demographics, co-morbidities and stages of the disease of the patients, was evaluated. Results: Of the 1002 COVID-19 patients, 768 (76.6%) were unvaccinated, 190 (19.0%) were partially vaccinated and 44 (4.4%) were fully vaccinated. Mean CTSS in the fully vaccinated cohort was significantly lower (3.75 +/- 4.7) than that in the partially vaccinated (6.05 +/- 5.7) and unvaccinated (8.29 +/- 4.9) patients (mean 3.75 vs. 6.05 vs. 8.29, respectively; (p<0.05). Mean CTSS in patients with no co-morbidities was significantly lower than that in patients with hypertension and diabetes (7.12 vs. 8.75 vs. 10.39, respectively; (p<0.05). Conclusion: Significant association was noted between the Chest CTSS and the vaccination status, age, gender, co-morbidities and stage of disease in this large cohort of COVID-19 patients. The study reiterates that full vaccination aids in reducing the severity of lung involvement in COVID-19 infection."
102,"The use of artificial neural networks (ANNs) is a great contribution to medical studies since the application of forecasting concepts allows for the analysis of future diseases propagation. In this context, this paper presents a study of the new coronavirus SARS-COV-2 with a focus on verifying the virus propagation associated with mitigation procedures and massive vaccination campaigns. There were two proposed methodologies in making predictions 28 days ahead for the number of new cases, deaths, and ICU patients of five European countries: Portugal, France, Italy, the United Kingdom, and Germany. A case study of the results of massive immunization in Israel was also considered. The data input of cases, deaths, and daily ICU patients was normalized to reduce discrepant numbers due to the countries' size and the cumulative vaccination values by the percentage of population immunized (with at least one dose of the vaccine). As a comparative criterion, the calculation of the mean absolute error (MAE) of all predictions presents the best methodology, targeting other possibilities of use for the method proposed. The best architecture achieved a general MAE for the 1-to-28-day ahead forecast, which is lower than 30 cases, 0.6 deaths, and 2.5 ICU patients per million people."
103,"The majority of patients with coronavirus disease 2019 will have mild or asymptomatic disease, however, obstetric patients are uniquely at risk for disease progression and adverse outcomes. Preventive strategies including masking, physical distancing, vaccination, and chemoprophylaxis have been well studied, are critical to disease mitigation, and can be used in the pregnant population. High-quality data are needed to assess safety and effectiveness of therapeutics and vaccination in pregnancy, as well as long-term data on maternal and newborn outcomes."
104,"After one pandemic year of remote or hybrid instructional modes, universities struggled with plans for an in-person autumn (fall) semester in 2021. To help inform university reopening policies, we collected survey data on social contact patterns and developed an agent-based model to simulate the spread of severe acute respiratory syndrome coronavirus 2 in university settings. Considering a reproduction number of R-0 = 3 and 70% immunization effectiveness, we estimated that at least 80% of the university population immunized through natural infection or vaccination is needed for safe university reopening with relaxed non-pharmaceutical interventions (NPIs). By contrast, at least 60% of the university population immunized through natural infection or vaccination is needed for safe university reopening when NPIs are adopted. Nevertheless, attention needs to be paid to large-gathering events that could lead to infection size spikes. At an immunization coverage of 70%, continuing NPIs, such as wearing masks, could lead to a 78.39% reduction in the maximum cumulative infections and a 67.59% reduction in the median cumulative infections. However, even though this reduction is very beneficial, there is still a possibility of non-negligible size outbreaks because the maximum cumulative infection size is equal to 1.61% of the population, which is substantial."
105,"Background: Since the development of the first U.S. Food and Drug Administration-approved vaccine for the prevention of serious disease and death associated with the SARS-CoV-2 virus, health care workers have been expected to comply with mandatory immunization require-ments or face potential termination of employment and censure by their state medical boards. Although most ac-cepted this mandate, there have been several who have felt this was an unnecessary intrusion and violation of their right to choose their own health care mitigation strategies, or an infringement on their autonomy and other civil liberties. Others have argued that being a health care professional places your duties above your own self-interests, so-called fiduciary duties. As a result of these duties, there is an ex-pected obligation to do the best action to achieve the most good for society. A so-called utilitarian argument. Dis-cussion: We explore arguments both for and against these mandatory vaccine requirements and conclude using duty -and consequence-based moral reasoning to weigh the merits of each. Conclusions: Although arguments for and against vaccine mandates are compelling, it is the opinion of the Ethics Committee of the American Academy of Emergency Medicine that vaccine mandates for health care workers are ethically just and appropriate, and the benefit to society far outweighs the minor inconvenience to an individual's per-sonal liberties. Published by Elsevier Inc."
106,"School nurses and unlicensed assistive personnel (UAPs) are essential to the health and wellness of school children. However, most US schools do not have a full-time licensed nurse. During the COVID-19 pandemic, school nurses and UAPs have been integral in ensuring that the health needs of students were met. They have seen a marked increase in their responsibilities included implementing COVID-19 mitigation strategies, screening for symptoms, testing students and staff, conducting contact tracing and data collection, and ensuring the implementation of rapidly changing COVID-19 guidelines and protocols for schools. The objective of this study was to explore COVID-19 occupational changes and their contributions to stress among school nurses and UAPs through a content analysis of local and national media articles. A Google search of articles published between February 2020 and September 2021 was conducted using the following search terms: 'school nurse', 'COVID-19', 'health aide', 'stress', and 'experiences'. A search was also conducted in Nexis Uni. Articles were included if the topic discussed school nurses or UAPs and COVID-19. All articles that examined nurses in other settings were excluded from the review. We examined topics and themes temporally (from February 2020 to September 2021) and spatially (i.e. the frequency by US state). Overall, 496 media articles discussing school nurses and COVID-19 were included in our review. The highest volume of articles was from September 2021 (22%, 111/496). Other months with relatively high volume of articles included August 2020 (9%, 43/496), January 2021 (10%, 47/496), February 2021 (9%, 44/496), and August 2021 (8%, 39/496). These larger article volumes coincided with notable COVID-19 events, including returning to school in the fall (August 2020 and August 2021), school nurses assisting with vaccine rollouts among adults in the USA (January/February 2021), concerns regarding the delta variant (August/September 2021), and vaccine rollouts for children ages 12-15 (September 2021). The representation of articles spatially (national, state, regional, or local) was 66 (13%) articles at national level, 217 (44%) state level, 25 (5%) regional level, and 188 (38%) local news at the city and/or village level. Pennsylvania had the highest frequency of articles, but when standardized to the state population, Alaska had the highest rate of media per 100 000 people. Three major themes were identified in our analysis: (i) safety; (ii) pandemic-related fatigue/stress; and (iii) nursing shortage/budget. The most represented theme for articles before September 2021 was that of safety. Over time, the themes of pandemic-related fatigue/stress and nursing shortage/budget increased with the most notable increase being in September 2021. The COVID-19 pandemic has resulted in new occupational risks, burdens, and stressors experienced by school nurses and UAPs. School nurses play a critical role in disease surveillance, disaster preparedness, wellness and chronic disease prevention interventions, immunizations, mental health screening, and chronic disease education. Furthermore, they provide a safety net for our most vulnerable children. Given that school nurses were already over-burdened and under-resourced prior to the pandemic, characterization of these new burdens and stressors will inform emergency preparedness resources for school health personnel during future pandemics or outbreaks."
107,"Background The COVID-19 pandemic is a unique global health challenge which disrupt-ed essential health services (EHS). Most early data related to EHS during the COVID-19 pandemic came from country and regional pulse surveys conducted by the World Health Organization (WHO) and United Nations Children's Fund (UNICEEF), which relied on respondent perceptions and not necessarily routine health information system (RHIS) data. By conducting a scoping review, we aimed to describe the use of RHIS data for monitoring changes in EHS coverage for maternal, newborn, and child health (MNCH) during the COVID-19 pandemic.Methods We performed a scoping review using Sample, Phenomenon of Interest, De -sign, Evaluation, Research type (SPIDER) and Preferred Reporting Items for Systematic Reviews and Meta-Analyses - Scoping Review (PRISMA-SCR) guidelines. We includ-ed descriptive or analytic reports on the availability and use of RHIS data published in peer-reviewed, pre-publication, or gray literature on MNCH essential health services cov-erage during the COVID-19 pandemic. The following databases were searched for studies published between January 2020 and May 2022: PubMed/MEDLINE, Google Scholar, Google, MedRXiv (pre-publication), Embase, CINAHL, Cochrane, Campbell, and Open-Grey. A single reviewer screened the titles, abstracts, and full texts of the retrieved pub-lications, while a second reviewer screened 20% of the total sample. Publications were tabulated by WHO Region, World Bank income group, country, data sources, study top-ic, and period. We used content analysis to qualitatively describe the trends and use of data for policy or programming in the studies.Results We included 264 publications after the full-text review. The publications came from 81 countries, covering all WHO regions and World Bank income groups. The most common data sources were hospital information systems (27%) and primary health care management information systems (26%). Most studies examined data trends before COVID-19 compared to periods during COVID-19. Most publications reported a de-crease in MNCH services (45%). Reports with follow-up beyond August 2020 (first six months of pandemic) were significantly more likely to report recovery of service coverage (8% vs 30%, P< 0.001). Low-and middle-income countries reported significantly higher morbidity and/or mortality in COVID-19 periods than high-income countries (54% vs 30%, P < 0.001). Less than 10% of reports described RHIS data quality specifically during the COVID-19 period and only 22% reported program mitigation strategies to address reductions noted from routine data.Conclusion Results suggest awareness and usefulness of RHIS to monitor MNCH service disruptions during the COVID-19 pandemic. However, with only 22% of reports includ-ing descriptions of policy or program adaptations, use of RHIS data to monitor MNCH service disruptions was not necessarily followed by data-informed policies or program adaptations. RHIS data on MNCH services should be strengthened to enable its use by program man-agers and policymakers to respond to direct and indirect effects of future public health emergencies.Registration: Open Science Framework (available at: https://osf.io/usqp3/?view_only=94731785fc-ba4377adfa1bdf5754998d)."
108,"The coronavirus disease 2019 (COVID-19) pandemic caused a global crisis, creating the most challenging times faced by any country. The pandemic created a situation that shocked the whole world. It led to a condition of fear, and the ones to take the major hit were the vulnerable groups: children, pregnant women, and the elderly, as well as those belonging to low socio-economic groups who lost their source of daily income. It increased the pressure on already burdened healthcare and information systems and led to a situation where the well-being of even children and pregnant women could not be maintained. COVID-19 increased the risk of undernutrition in children. Though children are observed to be less affected by the virus, they are the hidden victims of the pandemic in terms of falling prey to undernutrition. Child undernutrition can also be linked to maternal malnutrition, starting from the preconception period through the postpartum period. The situation arose due to the rapid steps of mitigation taken to tackle the pandemic, leading to decreased food security, healthcare, and education. Maternal undernutrition leads to complications for the mother during childbirth and has long-term effects on both. It can lead to low birth weight (LBW) babies, postpartum complications, chronic child undernourishment, and even increased maternal and child mortality and morbidity. Because of the pandemic's disruption of immunization facilities, it appears that even preventable childhood diseases will worsen in the coming years. In these post-COVID-19 times, it has become necessary to take measures to improve the overall health status of the population, with special regard to these vulnerable groups. Proper maternal and child health should be targeted at community levels by introducing interventions that prioritize antenatal and postnatal care, nutritional education, immunization of both mother and child, and proper health and sanitation practices. The purpose of this narrative review is to create awareness about the child survival crisis that may occur in the coming years due to undernutrition and the failure of immunization."
109,"IntroductionThis study aimed to determine whether the COVID-19 pandemic had an impact on essential primary healthcare services at public primary healthcare facilities. MethodsThe number of weekly consultations for antenatal care (ANC), outpatient (OPD), immunisations (EPI), family planning (FP) and HIV services, between January 2018 and December 2020, were collected from 25 facilities in Masaka district, Uganda, 21 in Goma, and 29 in Kambia district, Sierra Leone. Negative binomial regression models accounting for clustering and season were used to analyse changes in activity levels between 2018, 2019 and 2020. ResultsIn Goma, we found no change in OPD, EPI or ANC consultations, FP was 17% lower in March-July 2020 compared to 2019, but this recovered by December 2020. New diagnoses of HIV were 34% lower throughout 2020 compared to 2019. In Sierra Leone, compared to the same periods in 2019, facilities had 18-29% fewer OPD consultations throughout 2020, and 27% fewer DTP3 doses in March-July 2020. There was no evidence of differences in other services. In Uganda there were 20-35% fewer under-5 OPD consultations, 21-66% fewer MCV1 doses, and 48-51% fewer new diagnoses of HIV throughout 2020, compared to 2019. There was no difference in the number of HPV doses delivered. ConclusionsThe level of disruption varied across the different settings and qualitatively appeared to correlate with the strength of lockdown measures and reported attitudes towards the risk posed by COVID-19. Mitigation strategies such as health communications campaigns and outreach services may be important to limit the impact of lockdowns on primary healthcare services."
110,"596 million SARS-CoV-2 cases have been reported and over 12 billion vaccine doses have been administered. As vaccination rates increase, a gap in knowledge exists regarding appropriate thresholds for escalation and de-escalation of workplace COVID-19 preventative measures. We conducted 133,056 simulation experiments, evaluating the spread of SARS-CoV-2 virus in hypothesized working environments subject to COVID-19 infections from the community. We tested the rates of workplace-acquired infections based on applied isolation strategies, community infection rates, methods and scales of testing, non-pharmaceutical interventions, variant predominance, vaccination coverages, and vaccination efficacies. When 75% of a workforce is vaccinated with a 70% efficacious vaccine against infection, then no masking or routine testing + isolation strategies are needed to prevent workplace-acquired omicron variant infections when the community infection rate per 100,000 persons is <= 1. A CIR <= 30, and <= 120 would result in no workplace-acquired infections in this same scenario against the delta and alpha variants, respectively. Workforces with 100% worker vaccination can prevent workplace-acquired infections with higher community infection rates. Identifying and isolating workers with antigen-based SARS-CoV-2 testing methods results in the same or fewer workplace-acquired infections than testing with slower turnaround time polymerase chain reaction methods. Risk migration measures such as mask-wearing, testing, and isolation can be relaxed, or escalated, in commensurate with levels of community infections, workforce immunization, and risk tolerance. The interactive heatmap we provide can be used for immediate, parameter-based case count predictions to inform institutional policy making. The simulation approach we have described can be further used for future evaluation of strategies to mitigate COVID-19 spread."
